RepaymentID,LoanID,Month,ActualRepayment
432.0,962,1,3553.16
433.0,100,1,1107.48
434.0,680,1,4845.22
435.0,488,1,1938.09
436.0,250,1,4799.07
437.0,531,1,4614.49
438.0,814,1,5122.09
439.0,823,1,2214.96
440.0,621,1,1476.64
441.0,521,1,3507.01
442.0,586,1,1753.51
443.0,418,1,2168.81
444.0,141,1,5352.81
445.0,920,1,1245.91
446.0,325,1,10613.34
447.0,207,1,1061.33
448.0,613,1,3691.59
449.0,311,1,5445.1
450.0,308,1,2168.81
451.0,645,1,1153.62
452.0,537,1,4799.07
453.0,375,1,922.9
454.0,664,1,1753.51
455.0,50,1,1476.64
456.0,265,1,4937.51
457.0,598,1,1430.49
458.0,930,1,1845.8
459.0,837,1,5122.09
460.0,617,1,876.75
461.0,89,1,4983.65
462.0,22,1,1245.91
463.0,526,1,2907.13
464.0,146,1,738.32
465.0,700,1,2953.28
466.0,314,1,5352.81
467.0,941,1,1938.09
468.0,466,1,2399.54
469.0,841,1,599.88
470.0,147,1,3599.3
471.0,395,1,2261.1
472.0,584,1,2214.96
473.0,399,1,4291.48
474.0,379,1,9228.98
475.0,233,1,3414.72
476.0,383,1,3691.59
477.0,608,1,2353.39
478.0,90,1,2907.13
479.0,185,1,1845.8
480.0,881,1,1707.36
481.0,850,1,3507.01
482.0,206,1,599.88
483.0,835,1,3045.57
484.0,475,1,3184.0
485.0,945,1,1568.93
486.0,353,1,3830.03
487.0,813,1,1153.62
488.0,565,1,2307.25
489.0,546,1,2353.39
490.0,627,1,5721.98
491.0,462,1,3783.88
492.0,393,1,2399.54
493.0,24,1,2399.54
494.0,638,1,1753.51
495.0,869,1,9690.44
496.0,26,1,4476.06
497.0,234,1,2999.42
498.0,279,1,4060.75
499.0,844,1,5352.81
500.0,610,1,4014.61
501.0,258,1,4014.61
502.0,991,1,4522.2
503.0,30,1,784.46
504.0,718,1,5352.81
505.0,419,1,3922.32
506.0,483,1,2814.84
507.0,686,1,6644.86
508.0,510,1,4153.04
509.0,690,1,1476.64
510.0,980,1,7014.02
511.0,640,1,2445.68
512.0,774,1,2537.97
513.0,516,1,1384.34
514.0,332,1,4337.62
515.0,407,1,2491.83
516.0,305,1,4153.04
517.0,733,1,3876.17
518.0,191,1,1015.19
519.0,175,1,3783.88
520.0,691,1,2168.81
521.0,281,1,4983.65
522.0,987,1,3968.46
523.0,246,1,5168.23
524.0,123,1,4245.34
525.0,998,1,1245.91
526.0,464,1,3460.87
527.0,675,1,2584.12
528.0,709,1,1845.8
529.0,567,1,2491.83
530.0,838,1,2353.39
531.0,82,1,3645.45
532.0,982,1,4383.77
533.0,458,1,2907.13
534.0,138,1,4060.75
535.0,238,1,692.17
536.0,117,1,9136.7
537.0,61,1,2491.83
538.0,785,1,1476.64
539.0,4,1,3553.16
540.0,591,1,1245.91
541.0,122,1,5029.8
542.0,364,1,3276.29
543.0,674,1,3184.0
544.0,1,1,2399.54
545.0,409,1,5075.94
546.0,684,1,3876.17
547.0,856,1,1522.78
548.0,307,1,3137.85
549.0,438,1,4660.64
550.0,244,1,2399.54
551.0,935,1,1430.49
552.0,642,1,2168.81
553.0,219,1,3783.88
554.0,986,1,3045.57
555.0,683,1,1384.35
556.0,597,1,3876.17
557.0,195,1,2261.1
558.0,163,1,3691.59
559.0,963,1,1753.51
560.0,465,1,5352.81
561.0,167,1,2168.81
562.0,990,1,4614.49
563.0,450,1,969.04
564.0,678,1,2537.97
565.0,534,1,3322.43
566.0,915,1,3322.43
567.0,344,1,2722.55
568.0,555,1,4937.51
569.0,659,1,3783.88
570.0,907,1,4614.49
571.0,748,1,3276.29
572.0,828,1,2261.1
573.0,161,1,2399.54
574.0,23,1,2030.38
575.0,401,1,1061.33
576.0,231,1,4522.2
577.0,6,1,1338.2
578.0,436,1,4060.75
579.0,758,1,3230.14
580.0,178,1,2491.83
581.0,371,1,1061.33
582.0,603,1,1430.49
583.0,385,1,4199.19
584.0,900,1,969.04
585.0,140,1,5398.96
586.0,552,1,4799.07
587.0,641,1,646.03
588.0,309,1,4522.2
589.0,452,1,3322.43
590.0,782,1,3276.29
591.0,542,1,3553.16
592.0,177,1,4014.61
593.0,849,1,3045.57
594.0,434,1,1061.33
595.0,688,1,1938.09
596.0,913,1,3645.45
597.0,319,1,1338.2
598.0,697,1,1984.23
599.0,595,1,5029.8
600.0,295,1,0.0
601.0,424,1,2999.42
602.0,726,1,4752.93
603.0,33,1,876.75
604.0,158,1,4337.62
605.0,302,1,3184.0
606.0,36,1,4568.35
607.0,174,1,1661.22
608.0,247,1,2676.41
609.0,495,1,2860.99
610.0,975,1,692.17
611.0,809,1,2814.84
612.0,557,1,1199.77
613.0,596,1,2907.13
614.0,378,1,692.17
615.0,368,1,5075.94
616.0,263,1,1245.91
617.0,652,1,3230.14
618.0,113,1,5168.23
619.0,996,1,0
620.0,315,1,4706.78
621.0,799,1,4014.61
622.0,321,1,3276.29
623.0,139,1,2353.39
624.0,213,1,3783.88
625.0,9,1,3553.16
626.0,423,1,1015.19
627.0,216,1,1753.51
628.0,487,1,784.46
629.0,354,1,1384.35
630.0,183,1,5168.23
631.0,612,1,4522.2
632.0,902,1,692.17
633.0,47,1,2122.67
634.0,528,1,1938.09
635.0,993,1,1891.94
636.0,179,1,5214.38
637.0,198,1,5029.8
638.0,384,1,4937.51
639.0,808,1,5168.23
640.0,515,1,784.46
641.0,154,1,2999.42
642.0,506,1,1384.35
643.0,561,1,4060.75
644.0,20,1,1984.23
645.0,894,1,2537.97
646.0,500,1,5491.25
647.0,406,1,5029.8
648.0,112,1,1338.2
649.0,843,1,1430.49
650.0,299,1,3645.45
651.0,108,1,4337.62
652.0,661,1,2307.25
653.0,507,1,5075.94
654.0,639,1,1891.94
655.0,648,1,3922.32
656.0,118,1,1476.64
657.0,707,1,2168.81
658.0,121,1,4568.35
659.0,168,1,1476.64
660.0,242,1,5306.67
661.0,374,1,3968.46
662.0,919,1,8675.24
663.0,594,1,4522.2
664.0,230,1,3691.59
665.0,164,1,3230.14
666.0,60,1,4337.62
667.0,410,1,1015.19
668.0,367,1,5352.81
669.0,905,1,2676.41
670.0,166,1,4706.78
671.0,402,1,5029.8
672.0,958,1,784.46
673.0,85,1,2122.67
674.0,572,1,4476.06
675.0,904,1,3460.87
676.0,969,1,3368.58
677.0,446,1,5260.52
678.0,530,1,4845.22
679.0,412,1,5306.67
680.0,97,1,3137.85
681.0,821,1,4568.35
682.0,746,1,5029.8
683.0,130,1,3091.71
684.0,327,1,3322.43
685.0,950,1,3553.16
686.0,771,1,1107.48
687.0,731,1,1384.35
688.0,553,1,3322.43
689.0,876,1,1338.2
690.0,662,1,5491.25
691.0,67,1,1245.91
692.0,803,1,3414.72
693.0,970,1,2907.13
694.0,995,1,2353.39
695.0,153,1,1292.06
696.0,816,1,3137.85
697.0,751,1,1153.62
698.0,604,1,1015.19
699.0,197,1,4153.04
700.0,669,1,1476.64
701.0,298,1,1615.07
702.0,259,1,3414.72
703.0,11,1,646.03
704.0,656,1,1199.77
705.0,928,1,3230.14
706.0,224,1,2399.54
707.0,2,1,5306.67
708.0,911,1,3507.01
709.0,339,1,2907.13
710.0,55,1,3553.16
711.0,284,1,1015.19
712.0,860,1,876.75
713.0,190,1,1753.51
714.0,892,1,4799.07
715.0,232,1,3045.57
716.0,356,1,3737.74
717.0,355,1,922.9
718.0,337,1,9598.14
719.0,615,1,4891.36
720.0,448,1,4291.48
721.0,457,1,599.88
722.0,335,1,784.46
723.0,223,1,1015.19
724.0,602,1,1938.09
725.0,968,1,2030.38
726.0,382,1,4014.61
727.0,692,1,2676.41
728.0,523,1,5398.96
729.0,296,1,0.0
730.0,705,1,876.75
731.0,188,1,6644.86
732.0,871,1,2399.54
733.0,285,1,3414.72
734.0,578,1,5168.23
735.0,666,1,1338.2
736.0,433,1,3645.45
737.0,575,1,9690.44
738.0,762,1,2122.67
739.0,655,1,2722.55
740.0,514,1,4891.36
741.0,243,1,5122.09
742.0,469,1,3322.44
743.0,408,1,1199.76
744.0,56,1,5168.23
745.0,677,1,1107.48
746.0,626,1,2399.54
747.0,817,1,3507.01
748.0,811,1,5445.1
749.0,261,1,3599.3
750.0,221,1,3830.03
751.0,793,1,3091.71
752.0,481,1,3691.59
753.0,150,1,1938.09
754.0,743,1,8582.96
755.0,68,1,4568.35
756.0,237,1,1938.09
757.0,660,1,3414.72
758.0,360,1,0.0
759.0,517,1,2445.68
760.0,548,1,7844.64
761.0,582,1,5445.1
762.0,169,1,1476.64
763.0,759,1,5029.8
764.0,404,1,4660.64
765.0,136,1,2168.81
766.0,52,1,4429.91
767.0,324,1,1938.09
768.0,119,1,4983.65
769.0,133,1,1153.62
770.0,473,1,784.46
771.0,39,1,7936.92
772.0,839,1,3460.87
773.0,447,1,5445.1
774.0,502,1,3230.14
775.0,842,1,3876.17
776.0,386,1,4568.35
777.0,931,1,1245.91
778.0,792,1,3460.87
779.0,529,1,830.61
780.0,909,1,1845.8
781.0,478,1,3322.43
782.0,611,1,738.32
783.0,687,1,3414.72
784.0,725,1,3414.72
785.0,149,1,830.61
786.0,42,1,0.0
787.0,236,1,4153.04
788.0,498,1,922.9
789.0,372,1,646.03
790.0,685,1,5168.23
791.0,172,1,646.03
792.0,541,1,5306.67
793.0,415,1,3691.59
794.0,387,1,1938.09
795.0,914,1,2584.12
796.0,92,1,4106.9
797.0,289,1,1984.23
798.0,562,1,1615.07
799.0,829,1,4245.33
800.0,714,1,5168.24
801.0,581,1,2860.99
802.0,152,1,1753.51
803.0,858,1,2907.13
804.0,74,1,4614.49
805.0,225,1,1891.94
806.0,300,1,969.04
807.0,25,1,2814.84
808.0,781,1,4014.61
809.0,45,1,1845.8
810.0,162,1,3691.59
811.0,266,1,4245.33
812.0,737,1,2491.83
813.0,805,1,2676.41
814.0,826,1,5122.09
815.0,988,1,2722.55
816.0,333,1,646.03
817.0,459,1,830.61
818.0,862,1,2814.84
819.0,583,1,5998.84
820.0,497,1,3460.87
821.0,63,1,4706.78
822.0,852,1,4291.48
823.0,445,1,4614.49
824.0,226,1,1753.51
825.0,294,1,2353.39
826.0,64,1,2353.39
827.0,925,1,2676.41
828.0,194,1,3691.59
829.0,91,1,1153.62
830.0,262,1,5491.25
831.0,518,1,4614.49
832.0,251,1,4060.76
833.0,887,1,3783.88
834.0,703,1,2214.96
835.0,328,1,3599.3
836.0,738,1,4614.49
837.0,180,1,1245.91
838.0,633,1,3091.71
839.0,580,1,1845.8
840.0,779,1,4153.04
841.0,170,1,3507.01
842.0,890,1,1753.51
843.0,736,1,4937.51
844.0,934,1,3184.0
845.0,946,1,599.88
846.0,16,1,1476.64
847.0,51,1,5398.96
848.0,716,1,5168.23
849.0,59,1,784.46
850.0,71,1,4383.77
851.0,974,1,1615.07
852.0,936,1,1891.94
853.0,558,1,692.17
854.0,525,1,4752.93
855.0,297,1,4383.77
856.0,255,1,2768.7
857.0,874,1,2584.12
858.0,116,1,4891.36
859.0,248,1,5352.81
860.0,777,1,1707.36
861.0,280,1,4522.2
862.0,532,1,5537.39
863.0,891,1,4153.04
864.0,977,1,3507.01
865.0,143,1,3045.57
866.0,388,1,1430.49
867.0,940,1,3414.72
868.0,855,1,1568.93
869.0,872,1,3783.88
870.0,1000,1,2768.7
871.0,454,1,5075.94
872.0,834,1,1430.49
873.0,616,1,5122.09
874.0,405,1,2168.81
875.0,554,1,3368.58
876.0,256,1,3322.43
877.0,435,1,969.04
878.0,710,1,3968.46
879.0,320,1,1799.65
880.0,316,1,4014.61
881.0,210,1,2676.4
882.0,98,1,2676.41
883.0,994,1,3507.01
884.0,654,1,4291.48
885.0,863,1,3184.0
886.0,976,1,1845.8
887.0,301,1,830.61
888.0,453,1,2676.41
889.0,867,1,1338.2
890.0,128,1,4845.22
891.0,440,1,969.04
892.0,267,1,4014.61
893.0,165,1,1015.19
894.0,19,1,2722.55
895.0,854,1,5029.8
896.0,73,1,599.88
897.0,509,1,5306.67
898.0,43,1,738.32
899.0,896,1,1568.93
900.0,761,1,0.0
901.0,211,1,3276.29
902.0,853,1,1615.07
903.0,953,1,1430.49
904.0,787,1,0.0
905.0,228,1,2491.83
906.0,693,1,3091.71
907.0,83,1,2214.96
908.0,768,1,9875.02
909.0,916,1,0.0
910.0,545,1,3645.45
911.0,908,1,2261.1
912.0,620,1,4291.48
913.0,807,1,5214.38
914.0,747,1,4891.36
915.0,12,1,5398.96
916.0,120,1,3230.14
917.0,312,1,922.9
918.0,134,1,2214.96
919.0,157,1,3922.32
920.0,75,1,4060.75
921.0,200,1,4429.91
922.0,124,1,1107.48
923.0,960,1,4245.33
924.0,897,1,2030.38
925.0,329,1,2630.26
926.0,508,1,9321.28
927.0,199,1,4983.65
928.0,203,1,1338.2
929.0,981,1,2214.96
930.0,806,1,4245.33
931.0,48,1,3137.85
932.0,658,1,2353.39
933.0,96,1,5998.84
934.0,959,1,1384.35
935.0,429,1,2307.25
936.0,334,1,1153.62
937.0,824,1,2537.97
938.0,437,1,922.9
939.0,568,1,2722.55
940.0,574,1,3645.45
941.0,214,1,1661.22
942.0,732,1,4614.49
943.0,148,1,3045.57
944.0,579,1,2999.42
945.0,110,1,922.9
946.0,504,1,4614.49
947.0,257,1,5214.38
948.0,630,1,1799.65
949.0,848,1,5537.39
950.0,480,1,3137.85
951.0,601,1,1384.35
952.0,643,1,1615.07
953.0,186,1,3830.03
954.0,623,1,2399.54
955.0,570,1,2307.25
956.0,830,1,2814.84
957.0,184,1,4937.51
958.0,717,1,4706.78
959.0,847,1,0.0
960.0,893,1,0.0
961.0,288,1,3276.29
962.0,273,1,4891.36
963.0,7,1,830.61
964.0,340,1,1061.33
965.0,775,1,4522.2
966.0,376,1,2122.67
967.0,381,1,1153.62
968.0,343,1,1430.49
969.0,609,1,3045.57
970.0,918,1,5260.52
971.0,451,1,4429.91
972.0,883,1,646.03
973.0,978,1,830.61
974.0,754,1,2214.96
975.0,271,1,4568.35
976.0,318,1,1430.49
977.0,222,1,3368.58
978.0,398,1,2676.41
979.0,29,1,7014.02
980.0,749,1,5075.94
981.0,278,1,3783.88
982.0,485,1,3460.87
983.0,948,1,5029.8
984.0,114,1,4568.35
985.0,323,1,3830.03
986.0,109,1,1707.36
987.0,254,1,2122.67
988.0,245,1,646.03
989.0,499,1,5398.96
990.0,490,1,4983.65
991.0,885,1,4522.2
992.0,556,1,2584.12
993.0,719,1,1153.62
994.0,34,1,5260.52
995.0,966,1,2307.25
996.0,739,1,2722.55
997.0,275,1,3091.71
998.0,694,1,1753.51
999.0,698,1,3460.87
1000.0,189,1,3184.0
1001.0,441,2,1938.08
1002.0,50,2,1476.64
1003.0,786,2,5075.94
1004.0,141,2,5352.81
1005.0,190,2,1753.51
1006.0,729,2,1568.93
1007.0,979,2,3045.57
1008.0,541,2,5306.67
1009.0,820,2,2214.96
1010.0,286,2,738.32
1011.0,758,2,3230.14
1012.0,848,2,5537.39
1013.0,132,2,1661.22
1014.0,425,2,830.61
1015.0,795,2,1292.06
1016.0,644,2,2168.81
1017.0,880,2,1661.22
1018.0,728,2,4522.2
1019.0,607,2,0.0
1020.0,549,2,3137.85
1021.0,990,2,4614.49
1022.0,196,2,2307.25
1023.0,142,2,1799.65
1024.0,81,2,4845.22
1025.0,663,2,3553.16
1026.0,788,2,2537.97
1027.0,668,2,1338.2
1028.0,432,2,4337.62
1029.0,174,2,1661.22
1030.0,322,2,4106.9
1031.0,769,2,2261.1
1032.0,411,2,2122.67
1033.0,145,2,1984.23
1034.0,198,2,5029.8
1035.0,932,2,4706.78
1036.0,746,2,5029.8
1037.0,573,2,2537.97
1038.0,324,2,1938.09
1039.0,479,2,5398.96
1040.0,562,2,1615.07
1041.0,334,2,1153.62
1042.0,111,2,1984.23
1043.0,98,2,2676.41
1044.0,605,2,1153.62
1045.0,398,2,2676.41
1046.0,372,2,646.03
1047.0,387,2,1938.09
1048.0,55,2,3553.16
1049.0,531,2,4614.49
1050.0,909,2,1845.8
1051.0,424,2,2999.42
1052.0,155,2,5445.1
1053.0,440,2,969.04
1054.0,428,2,4983.65
1055.0,591,2,1245.91
1056.0,724,2,8490.66
1057.0,337,2,4799.07
1058.0,895,2,3876.17
1059.0,268,2,4060.75
1060.0,580,2,1845.8
1061.0,639,2,1891.94
1062.0,367,2,5352.81
1063.0,160,2,4199.19
1064.0,611,2,738.32
1065.0,23,2,2030.38
1066.0,636,2,2768.7
1067.0,305,2,4153.04
1068.0,105,2,5075.94
1069.0,506,2,2768.7
1070.0,864,2,2768.7
1071.0,757,2,3645.45
1072.0,861,2,4429.91
1073.0,640,2,2445.68
1074.0,763,2,1799.65
1075.0,749,2,5075.94
1076.0,546,2,2353.39
